query_accession	evalue
GRMZM2G014646	PF00004
GRMZM2G482077	PF00004
GRMZM2G018074	PF00004
GRMZM2G403454	PF00004
GRMZM2G448142	PF00004
GRMZM2G479906	PF00004
GRMZM2G448389	PF00004
GRMZM2G385622	PF00004
GRMZM5G808402	PF00004
GRMZM2G333183	PF00004
GRMZM2G032699	PF00004
GRMZM2G003411	PF00004
GRMZM2G477872	PF00004
GRMZM2G118243	PF00004
GRMZM2G319138	PF00004
GRMZM2G391815	PF00004
GRMZM2G089092	PF00004
GRMZM2G000614	PF00004
GRMZM2G163860	PF00004
GRMZM2G105570	PF00004
GRMZM2G097728	PF00004
GRMZM2G097746	PF00004
GRMZM2G077361	PF00004
GRMZM2G062638	PF00004
GRMZM2G421495	PF00004
GRMZM2G441722	PF00004
GRMZM2G029506	PF00004
GRMZM2G082385	PF00004
GRMZM2G415529	PF00004
GRMZM2G051138	PF00004
GRMZM2G004459	PF00004
GRMZM2G434842	PF00004
AC202110.3_FGP004	PF00004
GRMZM2G306677	PF00004
GRMZM2G062854	PF00004
GRMZM2G071071	PF00004
GRMZM2G451792	PF00004
GRMZM2G315375	PF00004
GRMZM2G002656	PF00004
GRMZM2G101270	PF00004
AC217358.3_FGP002	PF00004
GRMZM2G376310	PF00004
GRMZM2G037204	PF00004
GRMZM5G843192	PF00004
GRMZM2G057031	PF00004
GRMZM2G113093	PF00004
GRMZM2G098415	PF00004
GRMZM2G072071	PF00004
GRMZM2G113552	PF00004
GRMZM5G825192	PF00004
GRMZM2G124876	PF00004
AC209835.4_FGP004	PF00004
AC191961.3_FGP009	PF00004
GRMZM2G039345	PF00004
GRMZM2G086730	PF00004
GRMZM2G303007	PF00004
GRMZM2G534116	PF00004
GRMZM2G111511	PF00004
GRMZM2G393282	PF00004
GRMZM2G018314	PF00004
GRMZM2G453111	PF00004
GRMZM2G437314	PF00004
GRMZM2G300258	PF00004
GRMZM2G028713	PF00004
GRMZM2G340618	PF00004
AC217293.3_FGP002	PF00004
GRMZM2G458867	PF00004
GRMZM2G029258	PF00004
GRMZM2G313020	PF00004
GRMZM2G062412	PF00004
GRMZM2G106960	PF00004
GRMZM5G817964	PF00004
GRMZM2G031954	PF00004
GRMZM2G115633	PF00004
GRMZM2G012453	PF00004
GRMZM2G079944	PF00004
GRMZM2G379964	PF00004
GRMZM2G152242	PF00004
GRMZM2G113408	PF00004
GRMZM2G162445	PF00004
GRMZM2G419806	PF00004
GRMZM2G303118	PF00004
GRMZM2G000096	PF00004
GRMZM2G090388	PF00004
GRMZM2G098677	PF00004
GRMZM2G164649	PF00004
GRMZM2G021331	PF00004
GRMZM2G473704	PF00004
GRMZM2G163658	PF00004
GRMZM2G041275	PF00004
GRMZM2G081541	PF00004
GRMZM2G025903	PF00004
GRMZM2G149586	PF00004
GRMZM2G095415	PF00004
GRMZM2G136455	PF00004
GRMZM2G103044	PF00004
GRMZM2G100579	PF00004
GRMZM2G087161	PF00004
GRMZM2G432390	PF00004
GRMZM2G058954	PF00004
GRMZM2G075336	PF00004
GRMZM2G410479	PF00004
AC193598.3_FGP002	PF00004
GRMZM2G399320	PF00004
GRMZM2G035338	PF00004
GRMZM2G351125	PF00004
GRMZM2G127230	PF00004
GRMZM2G009464	PF00004
GRMZM2G003648	PF00004
GRMZM2G060142	PF00004
GRMZM5G816745	PF00004
GRMZM2G100639	PF00004
GRMZM2G079257	PF00004
GRMZM2G415538	PF00004
GRMZM2G360873	PF00004
GRMZM2G119345	PF00004
GRMZM2G032751	PF00004
GRMZM2G038953	PF00004
GRMZM2G111462	PF00004
GRMZM2G700757	PF00004
GRMZM2G153961	PF00004
GRMZM2G150179	PF00004
GRMZM2G076474	PF00004
GRMZM2G032602	PF00004
GRMZM2G002910	PF00004
GRMZM2G473385	PF00004
GRMZM5G821444	PF00004
GRMZM2G093716	PF00004
GRMZM2G157157	PF00004
GRMZM2G142680	PF00004
GRMZM2G149847	PF00004
GRMZM2G074103	PF00004
GRMZM2G389118	PF00004
GRMZM2G171045	PF00004
GRMZM2G065692	PF00004
GRMZM2G105539	PF00004
GRMZM2G414306	PF00004
GRMZM2G396357	PF00004
GRMZM2G003755	PF00004
GRMZM2G326272	PF00004
GRMZM2G096952	PF00004
GRMZM2G302233	PF00004
GRMZM5G837251	PF00004
GRMZM5G876520	PF00004
GRMZM2G077068	PF00004
GRMZM2G060324	PF00004
GRMZM2G325417	PF00004
GRMZM2G019200	PF00004
GRMZM2G100067	PF00004
GRMZM2G357683	PF00004
GRMZM2G159777	PF00004
GRMZM2G076730	PF00004
GRMZM5G809265	PF00004
GRMZM2G004590	PF00004
GRMZM2G322506	PF00004
GRMZM2G032936	PF00004
GRMZM2G359961	PF00004
GRMZM2G091503	PF00004
GRMZM2G054946	PF00004
GRMZM2G455321	PF00004
GRMZM2G175732	PF00004
GRMZM2G115372	PF00004
GRMZM2G444543	PF00004
GRMZM2G379770	PF00004
GRMZM2G148492	PF00004
GRMZM2G131785	PF00004
GRMZM5G880361	PF00004
GRMZM2G017334	PF00004
GRMZM2G015503	PF00004
GRMZM2G032863	PF00004
GRMZM5G801436	PF00004
GRMZM2G015642	PF00004
GRMZM2G075051	PF00004
GRMZM2G078013	PF00004
GRMZM5G836471	PF00004
GRMZM5G861756	PF00004
GRMZM2G461593	PF00004
GRMZM5G851215	PF00004
GRMZM2G302279	PF00004
GRMZM2G105428	PF00004
GRMZM2G123544	PF00004
GRMZM5G808238	PF00004
GRMZM2G131324	PF00004
GRMZM2G090887	PF00004
GRMZM2G366146	PF00004
GRMZM2G091088	PF00004
GRMZM2G149281	PF00004
GRMZM2G064015	PF00004
GRMZM2G102915	PF00004
GRMZM2G030128	PF00004
GRMZM2G138230	PF00004
GRMZM5G870932	PF00004
GRMZM2G449909	PF12846
GRMZM2G445423	PF12846
GRMZM2G058155	PF12846
GRMZM2G053934	PF12846
GRMZM2G038588	PF12846
GRMZM2G331833	PF12846
GRMZM2G076730	PF12846
GRMZM2G093716	PF12846
GRMZM2G084181	PF12846
GRMZM2G325417	PF12846
GRMZM2G009514	PF12846
GRMZM2G332687	PF12846
GRMZM2G089962	PF12846
GRMZM2G090887	PF13086
GRMZM2G350626	PF13086
GRMZM2G146486	PF13086
GRMZM2G128434	PF13086
GRMZM2G076730	PF13086
GRMZM2G138230	PF13086
GRMZM2G171961	PF13086
GRMZM2G322506	PF13086
GRMZM2G340618	PF13086
GRMZM2G303007	PF13086
GRMZM2G357683	PF13086
GRMZM2G018314	PF13086
GRMZM2G100732	PF13086
GRMZM2G443078	PF13086
GRMZM2G313020	PF13086
GRMZM2G453111	PF13086
GRMZM2G303118	PF13086
GRMZM2G115633	PF13086
GRMZM2G410479	PF13086
GRMZM2G340456	PF13086
GRMZM2G046264	PF13086
GRMZM2G068494	PF13086
GRMZM2G159965	PF13086
AC191961.3_FGP009	PF13086
AC190834.3_FGP005	PF13086
GRMZM2G330821	PF13086
GRMZM2G320681	PF13086
GRMZM2G149994	PF13086
GRMZM2G126292	PF13086
GRMZM2G011319	PF13086
GRMZM6G798998	PF13086
GRMZM2G106807	PF13086
GRMZM2G103740	PF13086
GRMZM2G138770	PF13086
GRMZM2G152587	PF13086
GRMZM5G893912	PF13086
GRMZM2G000096	PF13086
GRMZM2G063672	PF13086
GRMZM2G089092	PF13086
GRMZM2G381576	PF13086
GRMZM2G096812	PF13086
GRMZM2G026991	PF13086
GRMZM2G175593	PF13086
GRMZM2G103186	PF13086
GRMZM2G147819	PF13086
GRMZM2G019621	PF13086
GRMZM2G376310	PF13086
GRMZM2G408881	PF13086
GRMZM6G704070	PF13086
GRMZM2G013115	PF13086
GRMZM2G128748	PF13086
GRMZM2G159307	PF13086
GRMZM2G036765	PF13086
GRMZM2G178645	PF13086
GRMZM2G027282	PF13086
GRMZM2G444560	PF13086
AC233854.1_FGP002	PF13086
GRMZM2G458095	PF13086
GRMZM2G071272	PF13086
GRMZM2G387383	PF13086
GRMZM2G180080	PF13086
GRMZM2G082131	PF13086
GRMZM2G095254	PF13086
AC233949.1_FGP004	PF13086
GRMZM2G074037	PF13086
GRMZM2G310947	PF13086
GRMZM2G060924	PF13086
GRMZM2G327037	PF13086
GRMZM2G159977	PF13086
GRMZM2G063060	PF13086
GRMZM5G897818	PF13086
GRMZM5G892675	PF13086
GRMZM2G173849	PF13086
GRMZM2G028129	PF13086
GRMZM2G137321	PF13086
GRMZM2G032505	PF13086
GRMZM2G122863	PF13086
GRMZM2G137528	PF13086
GRMZM2G458867	PF13086
GRMZM2G168249	PF13086
GRMZM2G107362	PF13086
GRMZM2G090388	PF13086
GRMZM2G398755	PF13086
GRMZM2G400533	PF13086
GRMZM2G143139	PF13086
GRMZM2G052403	PF13086
GRMZM2G479906	PF13086
GRMZM2G035020	PF13086
GRMZM2G090904	PF13086
GRMZM2G126453	PF13086
GRMZM2G455243	PF13086
GRMZM2G587327	PF13086
GRMZM2G032863	PF13086
GRMZM2G038126	PF13086
GRMZM5G816745	PF13086
GRMZM2G405052	PF13086
GRMZM5G859683	PF13086
GRMZM2G315264	PF13086
GRMZM2G003411	PF13086
GRMZM2G162800	PF13086
GRMZM2G035338	PF13086
GRMZM2G027135	PF13086
GRMZM2G014282	PF13086
GRMZM2G116858	PF13086
GRMZM2G145599	PF13086
GRMZM2G069422	PF13086
GRMZM2G144197	PF13086
GRMZM2G067242	PF13086
GRMZM2G066615	PF13086
GRMZM2G402088	PF13086
GRMZM2G092112	PF13086
GRMZM2G459861	PF13086
GRMZM2G113056	PF13086
GRMZM2G315786	PF13086
GRMZM2G121625	PF13086
GRMZM2G090887	PF13087
GRMZM2G350626	PF13087
GRMZM2G340456	PF13087
GRMZM2G171961	PF13087
GRMZM2G340618	PF13087
GRMZM2G146486	PF13087
GRMZM2G303118	PF13087
GRMZM2G138230	PF13087
GRMZM2G018314	PF13087
GRMZM2G313020	PF13087
GRMZM2G357683	PF13087
GRMZM2G303007	PF13087
GRMZM2G322506	PF13087
GRMZM2G115633	PF13087
GRMZM2G128434	PF13087
GRMZM2G453111	PF13087
GRMZM2G100732	PF13087
GRMZM2G035020	PF13087
GRMZM2G076730	PF13087
GRMZM2G122420	PF13087
GRMZM2G010008	PF13087
GRMZM5G804578	PF13087
GRMZM2G162112	PF13087
AC233904.1_FGP003	PF13087
GRMZM2G410479	PF13087
GRMZM2G330821	PF13087
AC202181.3_FGP003	PF13087
GRMZM2G046264	PF13087
GRMZM2G114064	PF13087
GRMZM5G899590	PF13087
GRMZM2G088626	PF13087
GRMZM2G443078	PF13087
GRMZM2G163444	PF13087
GRMZM2G048928	PF13166
GRMZM2G061695	PF13166
GRMZM2G075796	PF13166
GRMZM2G129502	PF13166
GRMZM2G002617	PF13166
GRMZM2G088870	PF13166
GRMZM2G301387	PF13166
GRMZM2G116634	PF13166
GRMZM2G174906	PF13166
GRMZM2G020980	PF13166
GRMZM2G085547	PF13166
GRMZM2G461593	PF13166
GRMZM5G851215	PF13166
GRMZM2G148492	PF13166
GRMZM2G033141	PF13166
AC205897.3_FGP002	PF13166
GRMZM2G055899	PF13166
GRMZM2G161302	PF13166
GRMZM2G019621	PF13166
GRMZM2G306727	PF13166
GRMZM2G137704	PF13166
GRMZM2G329222	PF13166
GRMZM2G081541	PF13166
GRMZM5G858165	PF13166
GRMZM2G165209	PF13166
GRMZM2G135790	PF13166
GRMZM2G058451	PF13166
GRMZM6G304724	PF13166
GRMZM2G061906	PF13166
AC200060.5_FGP001	PF13166
GRMZM5G872041	PF13166
GRMZM2G142705	PF13166
GRMZM2G152688	PF13166
GRMZM2G346449	PF13166
GRMZM2G146750	PF13166
GRMZM2G019971	PF13166
GRMZM2G075655	PF13166
GRMZM2G093744	PF13166
GRMZM2G006284	PF13166
GRMZM2G316593	PF13166
GRMZM2G423861	PF13166
GRMZM2G416501	PF13166
GRMZM2G571942	PF13166
GRMZM2G084149	PF13166
GRMZM2G017586	PF13166
GRMZM2G405052	PF13173
GRMZM2G082131	PF13173
AC233949.1_FGP004	PF13173
GRMZM2G036765	PF13173
GRMZM2G063060	PF13173
GRMZM2G070305	PF13173
GRMZM2G103186	PF13173
AC204407.3_FGP004	PF13173
GRMZM6G798998	PF13173
GRMZM2G360681	PF13173
GRMZM2G060561	PF13173
GRMZM2G123922	PF13173
GRMZM2G162968	PF13173
GRMZM2G475360	PF13173
GRMZM2G020980	PF13173
GRMZM2G009443	PF13173
GRMZM2G149994	PF13173
GRMZM2G076474	PF13173
GRMZM2G334584	PF13173
GRMZM2G093217	PF13173
GRMZM2G052403	PF13173
GRMZM2G002656	PF13173
GRMZM2G398755	PF13173
GRMZM2G094664	PF13173
GRMZM2G126453	PF13173
GRMZM2G130121	PF13173
GRMZM5G819919	PF13173
GRMZM2G587327	PF13173
GRMZM2G142680	PF13173
GRMZM2G180254	PF13173
GRMZM2G019621	PF13173
GRMZM2G308064	PF13173
GRMZM2G001084	PF13173
GRMZM2G098677	PF13173
GRMZM2G031954	PF13173
GRMZM2G180244	PF13173
GRMZM2G172230	PF13173
GRMZM2G088834	PF13173
GRMZM2G396357	PF13173
GRMZM2G703490	PF13173
GRMZM2G081541	PF13173
GRMZM2G434842	PF13173
GRMZM5G880361	PF13173
GRMZM2G456187	PF13173
GRMZM2G126860	PF13173
GRMZM2G105570	PF13173
GRMZM2G103740	PF13173
GRMZM2G058491	PF13173
GRMZM2G077068	PF13173
GRMZM2G159307	PF13173
GRMZM2G022777	PF13173
GRMZM2G075584	PF13173
GRMZM2G089092	PF13173
GRMZM2G065692	PF13173
GRMZM2G115766	PF13173
GRMZM2G158136	PF13173
GRMZM2G003755	PF13173
GRMZM2G032751	PF13173
AC217358.3_FGP002	PF13173
GRMZM2G009464	PF13173
GRMZM2G048821	PF13173
GRMZM2G006838	PF13173
GRMZM2G435582	PF13173
GRMZM2G004412	PF13173
GRMZM2G028713	PF13173
GRMZM5G898898	PF13173
GRMZM2G126292	PF13173
GRMZM5G859683	PF13173
GRMZM2G134749	PF13173
GRMZM2G090904	PF13173
GRMZM2G149567	PF13173
GRMZM2G018074	PF13173
GRMZM2G013115	PF13173
GRMZM2G128748	PF13173
GRMZM2G018607	PF13173
GRMZM2G122061	PF13173
GRMZM2G038126	PF13173
GRMZM2G152242	PF13173
GRMZM2G074037	PF13173
GRMZM2G072865	PF13173
GRMZM2G163193	PF13173
GRMZM2G331833	PF13173
GRMZM2G098415	PF13173
GRMZM2G060884	PF13173
GRMZM2G173849	PF13173
GRMZM2G461269	PF13173
GRMZM2G000614	PF13173
GRMZM2G315264	PF13173
GRMZM2G023636	PF13173
GRMZM2G147819	PF13173
GRMZM2G078013	PF13173
GRMZM2G437314	PF13173
GRMZM2G171604	PF13173
GRMZM2G165817	PF13173
GRMZM2G079082	PF13173
GRMZM2G454039	PF13173
GRMZM2G387383	PF13173
GRMZM5G837251	PF13173
GRMZM2G032505	PF13173
GRMZM2G042074	PF13173
GRMZM2G403151	PF13173
GRMZM2G128693	PF13173
GRMZM2G026189	PF13173
GRMZM2G040079	PF13173
GRMZM2G060714	PF13173
GRMZM2G077361	PF13173
GRMZM2G170037	PF13173
GRMZM2G172829	PF13173
GRMZM2G083763	PF13173
GRMZM2G468132	PF13173
GRMZM5G861603	PF13173
GRMZM5G896901	PF13173
GRMZM2G052619	PF13173
GRMZM2G302229	PF13173
GRMZM2G403407	PF13173
GRMZM2G390374	PF13173
GRMZM2G011319	PF13173
GRMZM2G379770	PF13173
GRMZM2G457381	PF13173
GRMZM2G443525	PF13173
AC186781.4_FGP006	PF13173
GRMZM2G010085	PF13173
GRMZM2G082112	PF13173
GRMZM2G025903	PF13173
GRMZM2G003984	PF13173
GRMZM2G101938	PF13173
GRMZM2G018619	PF13173
GRMZM2G027282	PF13173
GRMZM2G363801	PF13173
GRMZM2G451792	PF13173
AC235535.1_FGP001	PF13173
GRMZM2G115803	PF13173
GRMZM2G157621	PF13173
GRMZM2G060583	PF13173
GRMZM5G874082	PF13173
GRMZM2G113056	PF13173
GRMZM2G167049	PF13173
GRMZM2G454718	PF13173
GRMZM2G301884	PF13173
GRMZM2G014282	PF13173
GRMZM2G058954	PF13173
GRMZM2G044724	PF13173
GRMZM2G137528	PF13173
GRMZM2G444543	PF13173
GRMZM2G018697	PF13173
GRMZM2G477872	PF13173
GRMZM2G128605	PF13173
GRMZM2G039900	PF13173
GRMZM2G029486	PF13173
GRMZM2G062638	PF13173
GRMZM2G101791	PF13173
GRMZM2G700757	PF13173
GRMZM2G024293	PF13173
GRMZM2G044372	PF13173
GRMZM2G107362	PF13173
GRMZM2G108737	PF13173
GRMZM2G109121	PF13173
GRMZM2G084463	PF13173
GRMZM2G032267	PF13173
GRMZM2G006178	PF13173
GRMZM2G070503	PF13173
GRMZM2G150179	PF13173
GRMZM2G301387	PF13173
GRMZM2G481069	PF13173
GRMZM2G048836	PF13173
GRMZM5G848602	PF13173
GRMZM2G333659	PF13173
GRMZM2G071071	PF13173
GRMZM2G109560	PF13173
GRMZM2G156069	PF13173
GRMZM2G004040	PF13173
GRMZM2G044989	PF13173
GRMZM2G461593	PF13173
GRMZM5G851215	PF13173
GRMZM2G163849	PF13173
GRMZM2G148492	PF13173
GRMZM2G023436	PF13173
GRMZM2G096764	PF13173
GRMZM2G004459	PF13173
GRMZM2G480809	PF13173
GRMZM2G019361	PF13173
GRMZM2G463032	PF13173
GRMZM2G329222	PF13173
GRMZM2G116335	PF13173
GRMZM2G399320	PF13173
GRMZM2G111511	PF13173
GRMZM2G479018	PF13173
GRMZM2G027135	PF13173
GRMZM2G061912	PF13173
GRMZM2G146047	PF13173
GRMZM2G105428	PF13173
GRMZM2G026580	PF13173
GRMZM2G473906	PF13173
GRMZM2G406713	PF13173
GRMZM2G096952	PF13173
GRMZM2G144008	PF13173
GRMZM2G177070	PF13173
GRMZM2G449355	PF13173
GRMZM2G418160	PF13173
GRMZM2G012453	PF13173
GRMZM2G013170	PF13173
AC203972.3_FGP001	PF13173
GRMZM2G124732	PF13173
GRMZM2G451483	PF13173
GRMZM2G401089	PF13173
GRMZM2G305254	PF13173
GRMZM2G079226	PF13173
GRMZM2G308860	PF13173
GRMZM2G081458	PF13173
GRMZM2G300258	PF13173
GRMZM2G017305	PF13173
GRMZM2G135199	PF13173
GRMZM2G075336	PF13173
GRMZM2G029258	PF13173
GRMZM2G005452	PF13173
GRMZM2G319138	PF13173
GRMZM2G030128	PF13175
GRMZM2G456570	PF13175
GRMZM2G025340	PF13175
GRMZM5G899800	PF13175
GRMZM2G013890	PF13175
GRMZM2G383623	PF13175
GRMZM2G006178	PF13175
GRMZM2G109121	PF13175
GRMZM2G081541	PF13175
GRMZM5G843192	PF13175
GRMZM2G405052	PF13175
GRMZM5G891159	PF13175
GRMZM2G031954	PF13175
GRMZM2G009464	PF13175
GRMZM2G082385	PF13175
AC233882.1_FGP003	PF13175
GRMZM2G111462	PF13175
GRMZM2G441722	PF13175
GRMZM2G085111	PF13175
GRMZM2G018607	PF13175
GRMZM2G333183	PF13175
GRMZM2G119894	PF13175
GRMZM2G085236	PF13175
GRMZM2G025860	PF13175
GRMZM2G086730	PF13175
GRMZM2G018074	PF13175
GRMZM2G072850	PF13175
GRMZM2G315375	PF13175
GRMZM2G004748	PF13175
GRMZM2G180335	PF13175
GRMZM2G032936	PF13175
GRMZM2G342861	PF13175
GRMZM2G049351	PF13175
GRMZM2G146034	PF13175
GRMZM2G129155	PF13175
GRMZM2G401769	PF13175
GRMZM2G301387	PF13175
GRMZM5G836897	PF13175
GRMZM2G310144	PF13175
AC193625.3_FGP007	PF13175
GRMZM2G461593	PF13175
GRMZM5G851215	PF13175
GRMZM2G148492	PF13175
GRMZM2G125424	PF13175
GRMZM2G350969	PF13175
GRMZM2G329222	PF13175
GRMZM2G355523	PF13175
GRMZM2G111511	PF13175
GRMZM2G451792	PF13175
GRMZM2G479018	PF13175
GRMZM2G075336	PF13175
GRMZM2G477872	PF13175
GRMZM2G153961	PF13175
GRMZM2G077361	PF13175
GRMZM2G105570	PF13175
GRMZM2G060045	PF13175
GRMZM2G091478	PF13175
GRMZM2G328707	PF13175
GRMZM2G391815	PF13175
GRMZM2G319138	PF13175
GRMZM2G319109	PF13175
GRMZM5G843537	PF13175
GRMZM5G833207	PF13175
GRMZM2G142249	PF13175
GRMZM2G009514	PF13175
GRMZM2G151418	PF13175
GRMZM2G158652	PF13175
GRMZM2G064732	PF13175
GRMZM2G150827	PF13175
GRMZM2G414306	PF13175
GRMZM2G302233	PF13175
GRMZM2G014282	PF13175
GRMZM2G131785	PF13175
GRMZM2G405052	PF13191
GRMZM2G149994	PF13191
GRMZM2G103186	PF13191
GRMZM2G036765	PF13191
AC233949.1_FGP004	PF13191
GRMZM2G070305	PF13191
GRMZM2G360681	PF13191
GRMZM2G063060	PF13191
GRMZM2G123922	PF13191
GRMZM2G089556	PF13191
GRMZM2G162968	PF13191
GRMZM2G060561	PF13191
GRMZM2G172230	PF13191
AC217358.3_FGP002	PF13191
GRMZM2G082131	PF13191
GRMZM2G441722	PF13191
GRMZM2G004459	PF13191
GRMZM2G315375	PF13191
GRMZM2G082385	PF13191
GRMZM2G149567	PF13191
GRMZM2G071071	PF13191
GRMZM2G085111	PF13191
GRMZM2G119894	PF13191
GRMZM2G587327	PF13191
GRMZM2G002656	PF13191
GRMZM2G168249	PF13191
AC233882.1_FGP003	PF13191
GRMZM2G398755	PF13191
GRMZM2G009443	PF13191
GRMZM2G333183	PF13191
GRMZM2G455243	PF13191
GRMZM5G825192	PF13191
GRMZM2G086730	PF13191
GRMZM5G843192	PF13191
GRMZM2G072850	PF13191
GRMZM5G892675	PF13191
GRMZM2G085236	PF13191
GRMZM2G315264	PF13191
GRMZM2G025860	PF13191
AC204407.3_FGP004	PF13191
GRMZM2G400533	PF13191
GRMZM2G333659	PF13191
GRMZM2G029506	PF13191
GRMZM2G451792	PF13191
GRMZM2G173849	PF13191
GRMZM2G143139	PF13191
GRMZM2G014282	PF13191
GRMZM2G017603	PF13191
GRMZM2G004748	PF13191
GRMZM2G437314	PF13191
GRMZM2G090904	PF13191
GRMZM2G479018	PF13191
GRMZM2G074037	PF13191
GRMZM2G171045	PF13191
GRMZM2G038126	PF13191
GRMZM2G113552	PF13191
GRMZM2G171604	PF13191
GRMZM2G165817	PF13191
GRMZM2G118243	PF13191
GRMZM2G456187	PF13191
GRMZM2G019621	PF13191
GRMZM2G111462	PF13191
GRMZM2G125424	PF13191
GRMZM2G060045	PF13191
GRMZM2G095254	PF13191
GRMZM2G302160	PF13191
GRMZM2G054332	PF13191
GRMZM2G308064	PF13191
GRMZM5G859683	PF13191
GRMZM2G167658	PF13191
GRMZM2G142870	PF13191
GRMZM2G137528	PF13191
GRMZM2G477872	PF13191
GRMZM2G147819	PF13191
GRMZM2G011319	PF13191
GRMZM2G006838	PF13191
GRMZM2G128605	PF13191
GRMZM2G319138	PF13191
GRMZM2G143756	PF13191
GRMZM2G107362	PF13191
GRMZM2G105570	PF13191
GRMZM2G391815	PF13191
GRMZM2G049877	PF13191
GRMZM2G363408	PF13191
GRMZM2G032505	PF13191
GRMZM2G387383	PF13191
GRMZM2G158136	PF13191
GRMZM2G479906	PF13191
GRMZM2G007659	PF13191
GRMZM2G113203	PF13191
GRMZM2G000614	PF13191
GRMZM2G027282	PF13191
GRMZM2G025903	PF13191
GRMZM2G176403	PF13191
GRMZM2G113056	PF13191
GRMZM2G099619	PF13191
GRMZM2G075584	PF13191
GRMZM2G173647	PF13191
GRMZM2G065692	PF13191
GRMZM2G018607	PF13191
GRMZM2G003984	PF13191
GRMZM2G003755	PF13191
GRMZM5G893912	PF13191
GRMZM2G421495	PF13191
GRMZM2G003411	PF13191
GRMZM2G018074	PF13191
GRMZM6G798998	PF13191
GRMZM2G097106	PF13191
GRMZM2G089092	PF13191
GRMZM2G040079	PF13191
GRMZM2G126453	PF13191
GRMZM2G006178	PF13191
GRMZM2G060924	PF13191
GRMZM2G061742	PF13191
GRMZM2G091088	PF13191
GRMZM2G069422	PF13191
GRMZM2G157564	PF13191
GRMZM2G178645	PF13191
GRMZM2G109121	PF13191
GRMZM2G177070	PF13191
GRMZM2G033519	PF13191
GRMZM2G703490	PF13191
GRMZM2G116858	PF13191
GRMZM2G145599	PF13191
GRMZM2G180080	PF13191
GRMZM2G415529	PF13191
GRMZM2G088834	PF13191
AC234203.1_FGP004	PF13191
GRMZM2G106807	PF13191
GRMZM2G116335	PF13191
GRMZM2G178704	PF13191
GRMZM2G101270	PF13191
GRMZM2G119345	PF13191
GRMZM2G013170	PF13191
GRMZM2G084181	PF13191
GRMZM2G111903	PF13191
GRMZM2G098677	PF13191
GRMZM2G474658	PF13191
GRMZM2G402088	PF13191
GRMZM2G152587	PF13191
GRMZM2G016802	PF13191
AC193625.3_FGP007	PF13191
GRMZM2G052403	PF13191
GRMZM2G475360	PF13191
GRMZM2G126860	PF13191
GRMZM5G836471	PF13191
GRMZM5G897818	PF13191
GRMZM2G078013	PF13191
GRMZM2G058087	PF13191
GRMZM2G302229	PF13191
GRMZM2G444560	PF13191
GRMZM2G077361	PF13191
AC193598.3_FGP002	PF13191
GRMZM2G032602	PF13191
GRMZM2G142680	PF13191
GRMZM2G018697	PF13191
GRMZM2G066615	PF13191
GRMZM2G167049	PF13191
AC202110.3_FGP004	PF13191
GRMZM2G134749	PF13191
GRMZM2G005134	PF13191
GRMZM2G096952	PF13191
GRMZM2G058491	PF13191
GRMZM5G879178	PF13191
GRMZM2G103740	PF13191
GRMZM2G381576	PF13191
AC194970.5_FGP009	PF13191
GRMZM2G413774	PF13191
GRMZM2G126292	PF13191
GRMZM2G060296	PF13191
GRMZM2G455321	PF13191
GRMZM2G028129	PF13191
GRMZM2G105428	PF13191
GRMZM2G163193	PF13191
GRMZM2G096812	PF13191
GRMZM2G109560	PF13191
GRMZM2G063672	PF13191
GRMZM2G067242	PF13191
GRMZM2G426213	PF13191
GRMZM2G072865	PF13191
GRMZM2G401089	PF13191
GRMZM2G095593	PF13191
AC152495.1_FGP010	PF13191
GRMZM2G159307	PF13191
GRMZM2G397557	PF13191
GRMZM2G458095	PF13191
GRMZM2G032267	PF13191
AC217293.3_FGP002	PF13191
GRMZM2G110185	PF13191
GRMZM2G181359	PF13191
GRMZM2G445617	PF13191
GRMZM2G128434	PF13191
GRMZM5G819464	PF13191
GRMZM2G109527	PF13191
GRMZM2G300258	PF13191
GRMZM2G313020	PF13191
GRMZM2G013115	PF13191
GRMZM2G128748	PF13191
GRMZM2G044372	PF13191
GRMZM2G056569	PF13191
GRMZM2G036940	PF13191
AC152495.1_FGP002	PF13191
AC186781.4_FGP006	PF13191
GRMZM2G091503	PF13191
GRMZM2G054946	PF13191
GRMZM2G104373	PF13191
GRMZM2G469414	PF13191
GRMZM2G432480	PF13191
GRMZM2G108737	PF13191
GRMZM2G156069	PF13191
GRMZM2G393282	PF13191
GRMZM5G891159	PF13191
GRMZM2G177314	PF13191
GRMZM2G049188	PF13191
GRMZM2G158652	PF13191
AC230011.2_FGP002	PF13191
GRMZM2G006310	PF13191
GRMZM2G322748	PF13191
GRMZM2G169584	PF13191
GRMZM2G076474	PF13191
GRMZM2G137321	PF13191
GRMZM2G149586	PF13191
GRMZM2G175593	PF13191
GRMZM5G817964	PF13191
GRMZM2G045226	PF13191
GRMZM2G001084	PF13191
GRMZM5G874756	PF13191
GRMZM2G419806	PF13191
GRMZM5G870629	PF13191
GRMZM2G071272	PF13191
GRMZM2G126361	PF13191
GRMZM2G461593	PF13191
GRMZM5G851215	PF13191
GRMZM2G012958	PF13191
GRMZM2G060884	PF13191
GRMZM6G704070	PF13191
GRMZM2G156388	PF13191
GRMZM2G301884	PF13191
GRMZM2G046024	PF13191
GRMZM2G148492	PF13191
