genes	domain
AC188010.3_FG003	
AC188011.3_FG001	
AC188013.3_FG001	
AC188015.4_FG001	
AC188019.3_FG001	
AC188020.3_FG002	
AC188023.3_FG005	PF11341
AC188023.3_FG011	
AC188024.3_FG003	PF07714
AC188024.3_FG005	
AC188027.3_FG005	
AC188033.3_FG007	
AC188036.3_FG001	
AC188036.3_FG003	
AC188125.3_FG006	
AC188127.3_FG005	
AC188128.3_FG002	
AC188128.3_FG004	
AC188129.4_FG001	
AC188132.3_FG008	
AC188134.2_FG009	
AC188134.2_FG011	
AC188144.2_FG006	
AC188195.2_FG003	PF00280
AC188195.2_FG004	PF00280
AC188195.2_FG005	PF00280
AC188195.2_FG006	
AC188197.3_FG001	
AC188296.3_FG004	
AC188296.3_FG006	
AC188396.5_FG002	
AC188582.3_FG002	
AC188583.4_FG003	
AC188583.4_FG004	
AC188612.3_FG009	
AC188613.4_FG003	
AC188709.3_FG001	
AC188710.4_FG001	
AC188710.4_FG006	"PF04578,PF13968"
AC188710.4_FG008	
AC188713.2_FG003	
AC188713.2_FG005	
AC188714.3_FG006	
AC188715.3_FG001	
AC188716.3_FG008	
AC188718.3_FG004	
AC188718.3_FG005	PF03478
AC188718.3_FG006	
AC188718.3_FG011	PF03478
AC188718.3_FG015	PF03478
AC188719.3_FG003	
AC188720.3_FG007	
AC188720.3_FG010	
AC188721.3_FG001	
AC188721.3_FG002	
AC188721.3_FG004	
AC188722.3_FG002	
AC188723.3_FG001	
AC188724.3_FG006	
AC188727.3_FG003	
AC188727.3_FG005	
AC188729.3_FG003	
AC188731.3_FG004	
AC188734.3_FG004	
AC188735.3_FG001	
AC188737.4_FG003	
AC188738.4_FG004	
AC188738.4_FG006	
AC188742.3_FG002	
AC188744.3_FG003	
AC188744.3_FG005	
AC188744.3_FG008	
AC188744.3_FG009	
AC188745.3_FG001	
AC188746.2_FG001	
AC188749.4_FG001	
AC188749.4_FG005	
AC188751.3_FG004	
AC188751.3_FG005	
AC188752.3_FG006	
AC188752.3_FG008	
AC188752.3_FG011	"PF12624,PF16908"
AC188753.3_FG003	
AC188753.3_FG004	
AC188753.3_FG005	
AC188753.3_FG007	
AC188754.3_FG002	
AC188755.3_FG001	
AC188755.3_FG002	
AC188755.3_FG003	
AC188756.2_FG002	
AC188756.2_FG004	
AC188757.4_FG004	
AC188759.3_FG004	
AC188759.3_FG010	PF13041
AC188776.3_FG001	
AC188823.3_FG007	
AC188824.2_FG003	
AC188826.3_FG002	
AC188827.4_FG001	
AC188827.4_FG012	
AC188831.3_FG003	
AC188831.3_FG005	
AC188831.3_FG006	
AC188831.3_FG008	
AC188831.3_FG013	
AC188832.5_FG001	
AC188832.5_FG005	PF01486
AC188834.4_FG001	
AC188837.3_FG003	
AC188838.3_FG005	PF13537
AC188839.3_FG001	
AC188839.3_FG003	
AC188843.3_FG011	
AC188964.3_FG002	
AC188964.3_FG003	
AC188965.3_FG008	
AC188966.3_FG002	
AC188970.3_FG001	
AC188970.3_FG007	
AC188970.3_FG008	
AC188972.3_FG003	
AC188978.3_FG008	
AC188986.3_FG002	
AC188987.3_FG004	
AC188987.3_FG006	
AC188987.3_FG007	
AC189038.3_FG004	
AC189039.3_FG003	
AC189039.3_FG013	
AC189041.2_FG005	
AC189044.2_FG002	
AC189048.2_FG001	
AC189052.3_FG003	
AC189054.3_FG004	
AC189056.3_FG001	
AC189057.3_FG002	
AC189060.4_FG003	
AC189060.4_FG004	
AC189060.4_FG007	
AC189061.3_FG004	PF00069
AC189062.2_FG001	
AC189062.2_FG005	
AC189077.3_FG002	
AC189078.3_FG004	
AC189078.3_FG005	
AC189078.3_FG008	
AC189084.3_FG002	
AC189090.3_FG001	
AC189091.2_FG001	
AC189091.2_FG002	
AC189100.4_FG002	
AC189279.2_FG003	
AC189280.3_FG001	PF00439
AC189280.3_FG002	
AC189280.3_FG004	
AC189284.3_FG003	
AC189694.3_FG003	
AC189699.4_FG001	
AC189699.4_FG002	
AC189744.3_FG005	
AC189745.3_FG001	
AC189749.2_FG003	
AC189750.4_FG004	"PF00085,PF01507"
AC189752.3_FG002	
AC189752.3_FG003	
AC189752.3_FG004	
AC189753.3_FG002	
AC189754.3_FG004	PF01749
AC189755.3_FG004	
AC189760.3_FG001	
AC189760.3_FG002	
AC189760.3_FG003	
AC189762.3_FG001	
AC189765.3_FG004	
AC189766.3_FG001	
AC189768.3_FG005	
AC189770.3_FG002	
AC189770.3_FG004	
AC189771.3_FG001	
AC189772.3_FG002	
AC189773.3_FG001	
AC189773.3_FG002	
AC189774.4_FG003	
AC189774.4_FG004	
AC189778.3_FG004	
AC189781.3_FG004	
AC189782.2_FG005	
AC189783.3_FG004	
AC189784.3_FG003	
AC189785.3_FG009	
AC189787.3_FG001	
AC189790.2_FG002	
AC189790.2_FG003	
AC189792.3_FG002	
AC189792.3_FG005	
AC189794.3_FG003	
AC189795.3_FG001	PF14303
AC189796.3_FG004	
AC189798.3_FG001	
AC189798.3_FG006	
AC189879.3_FG003	"PF16487,PF16488,PF08699,PF16486,PF02170,PF02171"
AC189882.3_FG006	
AC189883.3_FG002	
AC190035.1_FG004	
AC190035.1_FG005	
AC190225.2_FG001	
AC190480.1_FG007	PF06813
AC190482.1_FG001	
AC190483.1_FG003	
AC190483.1_FG005	
AC190485.1_FG004	
AC190485.1_FG005	
AC190486.1_FG003	
AC190488.1_FG003	
AC190489.1_FG013	
AC190490.1_FG005	
AC190491.1_FG002	
AC190493.1_FG001	
AC190493.1_FG002	
AC190494.1_FG019	
AC190496.1_FG002	
AC190498.1_FG007	
AC190499.1_FG002	
AC190499.1_FG003	"PF03101,PF13365"
AC190503.1_FG002	
AC190504.1_FG003	
AC190504.1_FG005	
AC190507.1_FG001	
AC190507.1_FG004	
AC190507.1_FG007	
AC190515.1_FG002	
AC190516.1_FG002	
AC190516.1_FG003	
AC190518.1_FG002	PF03214
AC190522.1_FG005	
AC190526.3_FG004	
AC190527.4_FG001	
AC190528.3_FG002	
AC190533.4_FG006	
AC190537.2_FG002	
AC190538.2_FG005	
AC190539.2_FG004	
AC190544.2_FG004	
AC190545.3_FG001	
AC190547.3_FG005	
AC190549.3_FG004	
AC190550.3_FG005	
AC190554.3_FG005	
AC190554.3_FG008	
AC190558.3_FG003	
AC190560.2_FG002	PF02152
AC190561.3_FG002	PF07992
AC190561.3_FG007	
AC190565.2_FG003	
AC190570.3_FG003	
AC190572.4_FG001	
AC190573.3_FG001	
AC190576.2_FG002	
AC190579.4_FG009	
AC190579.4_FG011	
AC190582.4_FG011	PF13855
AC190586.3_FG001	
AC190587.3_FG005	
AC190588.3_FG003	PF12701
AC190588.3_FG009	
AC190589.2_FG001	
AC190589.2_FG002	
AC190590.3_FG001	
AC190590.3_FG002	
AC190597.4_FG002	
AC190605.2_FG003	
AC190606.2_FG004	
AC190609.3_FG001	PF07716
AC190609.3_FG002	PF01781
AC190609.3_FG003	"PF08079,PF00327"
AC190609.3_FG004	PF00026
AC190609.3_FG005	
AC190612.3_FG002	
AC190613.3_FG001	
AC190614.3_FG004	
AC190618.4_FG002	
AC190620.3_FG004	
AC190621.2_FG002	
AC190621.2_FG003	
AC190623.3_FG001	PF07123
AC190623.3_FG002	
AC190623.3_FG004	
AC190628.4_FG007	
AC190630.2_FG001	
AC190631.4_FG001	
AC190632.2_FG004	PF00071
AC190634.1_FG005	
AC190636.3_FG005	"PF03171,PF14226"
AC190638.3_FG001	PF08555
AC190638.3_FG006	
AC190640.4_FG002	
AC190640.4_FG006	
AC190643.4_FG011	
AC190652.3_FG001	
AC190652.3_FG003	
AC190652.3_FG004	
AC190659.4_FG003	
AC190659.4_FG004	
AC190659.4_FG007	
AC190665.3_FG006	
AC190667.1_FG001	
AC190667.1_FG004	
AC190671.4_FG003	
AC190671.4_FG008	
AC190672.3_FG003	
AC190673.3_FG004	
AC190675.3_FG002	
AC190675.3_FG003	
AC190677.3_FG003	
AC190682.3_FG014	PF03169
AC190684.3_FG001	
AC190685.3_FG005	
AC190688.3_FG006	PF01453
AC190693.1_FG009	
AC190695.3_FG001	
AC190695.3_FG003	
AC190700.3_FG002	PF14543
AC190701.3_FG001	
AC190704.3_FG001	
AC190710.4_FG001	
AC190713.3_FG001	
AC190713.3_FG004	PF16205
AC190716.3_FG001	PF00069
AC190716.3_FG005	
AC190719.2_FG001	
AC190719.2_FG003	
AC190721.3_FG003	
AC190724.3_FG004	
AC190728.3_FG002	
AC190733.2_FG007	
AC190734.2_FG001	
AC190734.2_FG003	PF03634
AC190734.2_FG006	
AC190734.2_FG008	
AC190740.2_FG002	
AC190740.2_FG003	
AC190740.2_FG004	PF02889
AC190743.3_FG005	
AC190743.3_FG009	
AC190743.3_FG012	
AC190744.2_FG001	
AC190744.2_FG002	
AC190744.2_FG003	
AC190744.2_FG009	
AC190744.2_FG010	
AC190747.2_FG005	
AC190749.3_FG001	
AC190749.3_FG006	PF03637
AC190750.2_FG009	
AC190750.2_FG014	PF00646
AC190751.4_FG003	
AC190751.4_FG008	
AC190752.2_FG002	
AC190752.2_FG003	
AC190752.2_FG007	
AC190753.4_FG002	PF00931
AC190755.2_FG003	
AC190756.4_FG007	
AC190757.3_FG001	
AC190757.3_FG003	
AC190761.3_FG002	
AC190762.3_FG006	
AC190763.3_FG002	
AC190765.3_FG003	
AC190766.2_FG002	
AC190771.2_FG003	
AC190771.2_FG006	
AC190771.2_FG008	
AC190771.2_FG010	
AC190772.4_FG008	
AC190772.4_FG011	PF00190
AC190775.2_FG002	
AC190775.2_FG003	
AC190778.2_FG004	
AC190786.4_FG001	
AC190788.2_FG001	
AC190788.2_FG004	
AC190788.2_FG005	PF00488
AC190788.2_FG007	
AC190789.3_FG001	
AC190789.3_FG002	
AC190789.3_FG005	
AC190792.2_FG006	
AC190798.3_FG011	
AC190799.2_FG001	
AC190799.2_FG010	
AC190801.3_FG002	
AC190801.3_FG005	
AC190801.3_FG006	
AC190803.2_FG001	
AC190803.2_FG003	
AC190803.2_FG004	
AC190807.2_FG001	PF00161
AC190807.2_FG004	
AC190808.2_FG002	
AC190809.2_FG002	
AC190811.1_FG003	
AC190811.1_FG007	
AC190812.3_FG006	
AC190813.3_FG004	
AC190813.3_FG006	
AC190813.3_FG011	
AC190813.3_FG015	
AC190816.3_FG002	
AC190816.3_FG007	
AC190818.2_FG010	
AC190821.2_FG002	
AC190822.2_FG001	
AC190822.2_FG003	PF09118
AC190829.3_FG002	PF00827
AC190832.2_FG003	
AC190832.2_FG005	
AC190832.2_FG006	
AC190834.3_FG005	PF13086
AC190835.3_FG001	
AC190837.3_FG013	
AC190841.2_FG007	
AC190843.2_FG001	
AC190844.2_FG006	
AC190845.2_FG001	
AC190847.3_FG006	
AC190850.3_FG004	PF08263
AC190851.3_FG003	
AC190851.3_FG005	
AC190853.3_FG004	PF13041
AC190858.3_FG001	
AC190858.3_FG004	
AC190858.3_FG005	
AC190859.3_FG006	PF14569
AC190860.2_FG006	
AC190860.2_FG008	
AC190864.4_FG002	
AC190866.3_FG001	
AC190870.3_FG001	
AC190870.3_FG003	
AC190872.2_FG001	
AC190872.2_FG003	
AC190878.3_FG005	
AC190879.4_FG001	
AC190882.3_FG001	
AC190883.2_FG005	
AC190885.4_FG006	PF04525
AC190886.3_FG006	
AC190890.3_FG003	
AC190896.3_FG005	
AC190899.2_FG003	
AC190900.2_FG003	
AC190900.2_FG004	
AC190902.2_FG005	
AC190907.3_FG003	
AC190909.3_FG001	
AC190909.3_FG002	
AC190909.3_FG003	"PF04652,PF14288"
AC190909.3_FG004	PF02364
AC190910.2_FG001	
AC190913.3_FG002	
AC190915.3_FG007	PF13920
AC190918.3_FG002	
AC190918.3_FG006	
AC190920.3_FG007	
AC190922.3_FG003	
AC190922.3_FG007	
AC190925.2_FG002	
AC190928.1_FG001	
AC190932.3_FG008	
AC190933.3_FG004	PF00582
AC190934.3_FG003	
AC190935.2_FG001	
AC190936.1_FG004	PF08627
AC190940.3_FG005	
AC190950.2_FG004	
AC190954.3_FG006	
AC190959.3_FG004	
AC190963.1_FG002	
AC190966.3_FG011	
AC190968.2_FG001	
AC190968.2_FG009	
AC190970.2_FG002	
AC190971.3_FG003	
AC190975.3_FG004	
AC190976.3_FG003	
AC190978.3_FG007	
AC190980.4_FG006	
AC190981.2_FG007	PF05340
AC190983.3_FG001	
AC190983.3_FG002	
AC190985.3_FG006	
AC190990.2_FG002	
AC190990.2_FG005	PF16900
AC190991.3_FG001	
AC190992.2_FG009	
AC190996.4_FG001	
AC190999.2_FG004	"PF00536,PF07522"
AC191000.3_FG001	
AC191009.3_FG004	
AC191012.2_FG001	
AC191015.2_FG004	
AC191019.2_FG002	
AC191023.2_FG007	
AC191028.3_FG001	
AC191037.3_FG009	
AC191039.3_FG002	
AC191040.2_FG001	
AC191040.2_FG002	
AC191042.4_FG001	PF13962
AC191045.3_FG006	
AC191046.2_FG002	
AC191048.2_FG006	PF03208
AC191049.3_FG006	
AC191049.3_FG007	
AC191050.3_FG003	PF00190
AC191050.3_FG006	
AC191052.3_FG007	
AC191054.3_FG002	
AC191055.3_FG007	
AC191057.2_FG001	
AC191064.3_FG007	
AC191067.3_FG005	
AC191069.3_FG004	PF09597
AC191069.3_FG007	
AC191070.3_FG002	
AC191070.3_FG004	
AC191070.3_FG006	
AC191071.3_FG001	PF13738
AC191072.3_FG006	
AC191073.2_FG001	
AC191073.2_FG003	
AC191078.2_FG001	
AC191078.2_FG002	
AC191091.1_FG005	
AC191096.2_FG001	
AC191096.2_FG002	
AC191096.2_FG004	
AC191097.3_FG007	PF03188
AC191097.3_FG010	
AC191098.3_FG002	
AC191107.4_FG001	
AC191107.4_FG002	
AC191109.3_FG001	
AC191113.2_FG002	
AC191114.3_FG001	
AC191114.3_FG005	
AC191115.3_FG002	
AC191118.3_FG001	
AC191119.2_FG004	
AC191121.3_FG002	
AC191122.4_FG005	
AC191122.4_FG011	
AC191125.3_FG003	
AC191127.5_FG006	
AC191134.2_FG001	
AC191135.3_FG002	
AC191138.2_FG002	
AC191145.3_FG008	
AC191147.3_FG002	
AC191176.3_FG002	
AC191246.3_FG002	
AC191246.3_FG004	
AC191246.3_FG006	"PF12854,PF13812,PF01535"
AC191247.3_FG003	
AC191249.2_FG007	
AC191251.3_FG002	
AC191251.3_FG005	PF04078
AC191253.3_FG004	
AC191254.3_FG001	
AC191254.3_FG003	
AC191255.2_FG003	
AC191256.3_FG001	
AC191257.3_FG002	
AC191257.3_FG006	
AC191257.3_FG010	
AC191261.3_FG005	
AC191262.2_FG006	
AC191263.3_FG005	
AC191264.3_FG002	PF13398
AC191264.3_FG003	
AC191269.3_FG005	
AC191271.2_FG002	
AC191271.2_FG005	
AC191272.3_FG003	PF14144
AC191273.3_FG003	
AC191273.3_FG007	
AC191273.3_FG009	
AC191276.2_FG002	
AC191276.2_FG003	
AC191277.3_FG003	
AC191278.3_FG001	
AC191279.2_FG001	PF02365
AC191279.2_FG003	PF02365
AC191281.3_FG002	
AC191281.3_FG003	
AC191283.3_FG004	"PF13855,PF08263"
AC191287.2_FG001	PF08519
AC191287.2_FG003	PF04937
AC191293.3_FG004	
AC191296.3_FG003	
AC191297.3_FG002	
AC191297.3_FG004	
AC191301.3_FG002	
AC191304.3_FG002	
AC191304.3_FG012	
AC191305.3_FG002	
AC191306.3_FG002	
AC191306.3_FG004	
AC191315.2_FG003	
AC191317.3_FG009	
AC191318.3_FG004	
AC191320.2_FG003	
AC191321.3_FG001	
AC191321.3_FG002	
AC191324.3_FG002	
AC191325.3_FG005	PF00069
AC191325.3_FG006	
AC191326.2_FG006	
AC191328.3_FG002	
AC191330.3_FG001	
AC191330.3_FG009	PF01535
AC191331.3_FG002	
AC191331.3_FG004	
AC191333.3_FG010	
AC191334.1_FG001	
AC191337.4_FG008	
AC191338.3_FG002	
AC191350.2_FG002	
AC191350.2_FG004	
AC191351.3_FG007	
AC191351.3_FG010	
AC191359.3_FG003	PF02892
AC191360.3_FG004	
AC191360.3_FG015	
AC191360.3_FG016	
AC191361.4_FG004	
AC191361.4_FG006	
AC191362.3_FG002	
AC191362.3_FG004	
AC191366.2_FG002	
AC191366.2_FG006	
AC191373.3_FG002	
AC191373.3_FG003	
AC191375.3_FG001	PF05498
AC191375.3_FG003	
AC191377.3_FG002	
AC191378.2_FG001	
AC191379.3_FG002	PF07885
AC191380.3_FG001	
AC191387.3_FG002	
AC191387.3_FG005	
AC191387.3_FG007	
AC191389.3_FG001	
AC191391.3_FG011	
AC191394.3_FG002	
AC191398.1_FG001	
AC191399.3_FG002	
AC191401.3_FG009	
AC191401.3_FG011	
AC191401.3_FG012	
AC191401.3_FG013	
AC191403.5_FG002	
AC191405.3_FG003	
AC191405.3_FG010	
AC191410.4_FG004	
AC191412.3_FG002	PF00118
AC191412.3_FG005	
AC191413.2_FG006	
AC191415.3_FG004	
AC191418.3_FG003	
AC191421.3_FG001	
AC191428.3_FG001	
AC191428.3_FG002	
AC191433.3_FG002	
AC191434.3_FG004	
AC191458.2_FG001	
AC191515.2_FG005	
AC191518.2_FG001	
AC191518.2_FG003	
AC191520.3_FG004	
AC191521.3_FG004	
AC191523.3_FG001	PF04152
AC191524.3_FG003	
AC191524.3_FG007	PF03092
AC191526.3_FG001	
AC191526.3_FG004	
AC191530.4_FG002	
AC191532.3_FG002	
AC191532.3_FG007	
AC191533.3_FG002	
AC191534.3_FG003	"PF00097,PF02182"
AC191539.4_FG001	
AC191541.4_FG002	
AC191541.4_FG004	
AC191541.4_FG005	
AC191543.3_FG009	
AC191548.3_FG005	
AC191548.3_FG010	
AC191551.3_FG003	"PF08541,PF08545"
AC191553.3_FG001	
AC191558.3_FG004	
AC191559.3_FG006	
AC191562.3_FG003	
AC191562.3_FG005	
AC191562.3_FG008	
AC191563.3_FG002	
AC191564.3_FG003	
AC191566.3_FG001	
AC191567.3_FG001	
AC191567.3_FG002	
AC191568.3_FG010	
AC191569.3_FG003	
AC191569.3_FG004	
AC191575.2_FG001	PF13419
AC191577.3_FG002	
AC191577.3_FG003	
AC191577.3_FG004	
AC191578.3_FG003	
AC191582.3_FG004	
AC191585.3_FG002	
AC191585.3_FG003	
AC191589.3_FG003	
AC191592.3_FG009	
AC191595.3_FG007	
AC191596.3_FG001	
AC191598.3_FG007	
AC191598.3_FG010	
AC191601.1_FG003	
AC191601.1_FG009	
AC191616.3_FG003	
AC191620.3_FG001	
AC191620.3_FG002	
AC191620.3_FG008	
AC191622.3_FG003	PF03641
AC191622.3_FG005	
AC191622.3_FG007	
AC191623.3_FG006	
AC191623.3_FG007	PF13528
AC191623.3_FG008	
AC191633.3_FG002	
AC191633.3_FG003	
AC191640.3_FG001	
AC191640.3_FG004	
AC191650.3_FG003	PF13639
AC191652.3_FG003	
AC191653.3_FG001	
AC191654.3_FG004	
AC191654.3_FG006	
AC191658.3_FG002	
AC191658.3_FG003	
AC191658.3_FG007	
AC191658.3_FG008	
AC191660.3_FG003	
AC191661.3_FG001	
AC191661.3_FG004	
AC191662.4_FG003	
AC191668.3_FG001	
AC191674.3_FG006	
AC191676.3_FG011	PF00011
AC191681.3_FG005	
AC191681.3_FG007	
AC191684.3_FG002	
AC191686.3_FG001	
AC191686.3_FG002	
AC191691.3_FG009	
AC191691.3_FG011	
AC191691.3_FG012	
AC191692.3_FG001	
AC191693.3_FG001	
AC191702.3_FG002	
AC191703.3_FG005	
AC191704.3_FG007	
AC191704.3_FG008	
AC191707.3_FG003	
AC191708.3_FG001	
AC191708.3_FG002	
AC191708.3_FG003	
AC191708.3_FG004	
AC191713.3_FG001	
AC191713.3_FG002	
AC191715.3_FG004	
AC191718.3_FG001	
AC191719.3_FG001	
AC191724.2_FG003	
AC191726.4_FG002	
AC191727.3_FG006	
AC191728.3_FG001	
AC191728.3_FG005	
AC191731.3_FG001	
AC191732.3_FG001	
AC191735.3_FG005	
AC191735.3_FG009	
AC191735.3_FG013	
AC191735.3_FG014	
AC191735.3_FG015	
AC191736.2_FG002	
AC191744.3_FG002	
AC191746.3_FG002	
AC191748.3_FG001	PF14303
AC191749.3_FG002	
AC191750.3_FG002	
AC191750.3_FG004	
AC191751.3_FG001	
AC191751.3_FG003	
AC191759.3_FG003	
AC191759.3_FG008	
AC191759.3_FG010	
AC191769.4_FG005	
AC191771.3_FG007	
AC191771.3_FG008	
AC191772.3_FG001	
AC191775.4_FG003	
AC191775.4_FG004	PF14700
AC191778.3_FG001	
AC191780.3_FG001	
AC191781.4_FG004	
AC191782.3_FG001	
AC191782.3_FG002	
AC191786.3_FG007	
AC191787.3_FG002	
AC191790.3_FG005	
AC191795.3_FG001	
AC191795.3_FG003	
AC191802.3_FG004	PF03662
AC191803.3_FG006	
AC191804.4_FG002	
AC191805.3_FG001	
AC191926.3_FG001	
AC191927.2_FG002	
AC191927.2_FG003	
AC191929.3_FG001	
AC191930.3_FG001	
AC191949.3_FG007	
AC191961.3_FG009	PF13086
AC191998.4_FG004	
AC192096.3_FG001	
AC192159.2_FG004	
AC192175.3_FG001	
AC192177.3_FG008	
AC192177.3_FG013	
AC192185.3_FG001	
AC192185.3_FG002	
AC192198.3_FG004	
AC192204.3_FG005	
AC192210.3_FG005	
AC192221.3_FG001	
AC192222.3_FG004	
AC192223.3_FG002	
AC192224.3_FG002	
AC192226.3_FG007	
AC192227.3_FG001	
AC192228.3_FG003	
AC192230.3_FG003	
AC192236.3_FG002	
AC192236.3_FG007	PF00931
AC192238.3_FG005	
AC192238.3_FG007	
AC192240.3_FG002	
AC192240.3_FG004	
AC192240.3_FG005	
AC192242.3_FG002	
AC192244.3_FG002	"PF00012,PF03360"
AC192244.3_FG006	
AC192244.3_FG007	PF01467
AC192245.3_FG005	
AC192245.3_FG006	
AC192246.2_FG002	
AC192247.3_FG003	
AC192250.3_FG006	
AC192251.3_FG001	PF16900
AC192261.3_FG004	
AC192261.3_FG005	
AC192262.3_FG004	
AC192263.2_FG006	
AC192264.4_FG002	
AC192267.3_FG001	
AC192282.3_FG005	
AC192330.1_FG004	
AC192356.3_FG003	
AC192356.3_FG005	
AC192356.3_FG008	
AC192362.3_FG002	
AC192362.3_FG003	PF00164
AC192367.2_FG002	
AC192368.3_FG002	
AC192368.3_FG009	
AC192368.3_FG010	
AC192372.3_FG003	
AC192374.3_FG002	
AC192375.4_FG004	
AC192377.3_FG002	PF00390
AC192379.3_FG002	
AC192380.3_FG005	
AC192381.3_FG001	
AC192381.3_FG004	
AC192381.3_FG006	
AC192382.2_FG002	
AC192382.2_FG007	
AC192400.3_FG001	
AC192405.3_FG001	
AC192450.3_FG008	
AC192451.3_FG001	PF02453
AC192451.3_FG002	
AC192452.3_FG002	
AC192452.3_FG005	
AC192457.3_FG003	
AC192457.3_FG005	
AC192461.3_FG005	
AC192462.3_FG001	
AC192559.3_FG003	
AC192561.3_FG001	
AC192581.3_FG002	
AC192581.3_FG005	
AC192594.3_FG005	
AC192595.3_FG001	
AC192601.2_FG005	
AC192602.3_FG004	
AC192606.3_FG003	PF00098
AC192608.3_FG004	
AC193307.3_FG004	
AC193307.3_FG012	
AC193318.3_FG006	
AC193319.3_FG004	
AC193323.3_FG002	
AC193324.3_FG002	
AC193326.3_FG004	
AC193326.3_FG005	
AC193327.3_FG005	
AC193331.3_FG002	
AC193334.3_FG002	
AC193335.3_FG001	
AC193337.3_FG001	
AC193338.3_FG004	
AC193338.3_FG006	
AC193350.3_FG001	
AC193351.3_FG002	
AC193353.3_FG002	
AC193355.3_FG005	PF05879
AC193359.3_FG004	
AC193361.3_FG004	
AC193362.3_FG002	PF01157
AC193367.3_FG001	
AC193374.2_FG008	
AC193379.3_FG001	"PF08263,PF07714"
AC193381.4_FG003	
AC193382.3_FG002	
AC193388.3_FG003	PF03000
AC193388.3_FG004	
AC193388.3_FG005	
AC193398.3_FG002	
AC193401.3_FG004	
AC193402.3_FG004	
AC193411.4_FG001	
AC193414.4_FG002	
AC193415.3_FG001	
AC193419.3_FG001	
AC193423.3_FG003	
AC193426.3_FG003	
AC193430.3_FG003	
AC193430.3_FG005	
AC193430.3_FG008	
AC193439.3_FG008	
AC193440.3_FG005	
AC193440.3_FG009	
AC193441.3_FG006	
AC193441.3_FG009	
AC193445.3_FG003	
AC193447.4_FG005	
AC193454.3_FG002	
AC193457.3_FG002	
AC193458.3_FG005	
AC193462.3_FG004	
AC193463.3_FG004	
AC193463.3_FG005	
AC193464.3_FG001	
AC193465.3_FG002	
AC193465.3_FG003	
AC193466.3_FG001	
AC193467.3_FG001	
AC193472.3_FG005	
AC193472.3_FG009	
AC193472.3_FG010	
AC193474.3_FG003	
AC193479.2_FG002	
AC193485.3_FG001	
AC193485.3_FG002	
AC193485.3_FG005	PF00112
AC193485.3_FG006	
AC193489.3_FG003	
AC193492.3_FG003	
AC193494.3_FG001	
AC193494.3_FG003	
AC193498.4_FG002	
AC193498.4_FG004	
AC193499.3_FG004	
AC193499.3_FG007	
AC193500.3_FG001	
AC193500.3_FG003	"PF13738,PF00743"
AC193502.3_FG004	
AC193503.3_FG004	
AC193509.2_FG008	
AC193511.3_FG004	
AC193518.3_FG005	
AC193524.3_FG007	
AC193528.3_FG002	
AC193528.3_FG005	
AC193575.2_FG003	
AC193576.3_FG003	PF00280
AC193579.3_FG001	
AC193582.3_FG001	
AC193584.3_FG003	
AC193586.2_FG006	
AC193588.3_FG001	
AC193591.3_FG001	
AC193592.3_FG001	
AC193592.3_FG006	
AC193592.3_FG008	
AC193595.3_FG001	
AC193598.3_FG002	"PF13855,PF00931"
AC193606.2_FG001	
AC193606.2_FG005	
AC193624.3_FG001	
AC193625.3_FG006	
AC193625.3_FG007	PF00005
AC193625.3_FG008	
AC193625.3_FG010	
AC193628.3_FG001	
AC193630.3_FG002	
AC193630.3_FG003	PF03106
AC193630.3_FG004	
AC193630.3_FG007	
AC193632.2_FG002	PF00069
AC193633.3_FG002	
AC193645.3_FG006	"PF04578,PF13968"
AC193645.3_FG008	
AC193646.3_FG002	
AC193656.3_FG005	
AC193658.3_FG001	
AC193658.3_FG003	
AC193665.3_FG004	
AC193666.3_FG006	
AC193667.3_FG001	
AC193667.3_FG002	
AC193668.3_FG009	
AC193670.3_FG002	
AC193744.3_FG009	
AC193745.3_FG002	
AC193745.3_FG003	
AC193745.3_FG004	
AC193745.3_FG014	
AC193745.3_FG016	
AC193753.3_FG002	
AC193753.3_FG003	
AC193753.3_FG005	
AC193754.3_FG003	
AC193754.3_FG004	
AC193754.3_FG005	
AC193754.3_FG006	
AC193754.3_FG008	"PF05188,PF01624,PF05192"
AC193756.3_FG001	
AC193767.3_FG003	PF02362
AC193773.2_FG002	
AC193782.3_FG003	
AC193784.3_FG004	
AC193786.3_FG005	PF00010
AC193787.3_FG001	
AC193787.3_FG008	
AC193789.3_FG002	
AC193789.3_FG006	
AC193938.4_FG001	
AC193939.2_FG010	
AC193946.3_FG001	
AC193957.3_FG009	PF01453
AC193961.3_FG009	
AC193971.3_FG002	
AC193972.3_FG002	
AC193974.3_FG003	
AC193980.3_FG002	
AC193983.3_FG003	
AC193986.3_FG006	
AC194000.4_FG002	
AC194003.3_FG003	
AC194005.3_FG004	
AC194008.3_FG007	
AC194016.3_FG001	
AC194017.3_FG001	PF00012
AC194020.3_FG001	
AC194021.3_FG008	
AC194022.3_FG001	
AC194022.3_FG013	
AC194022.3_FG014	
AC194025.3_FG002	
AC194027.3_FG001	PF00141
AC194030.3_FG003	
AC194031.3_FG002	
AC194032.3_FG010	
AC194032.3_FG014	
AC194032.3_FG017	
AC194032.3_FG019	
AC194033.3_FG005	
AC194036.4_FG002	
AC194039.4_FG009	
AC194041.3_FG002	
AC194043.3_FG003	
AC194045.3_FG001	
AC194047.3_FG001	
AC194047.3_FG005	
AC194047.3_FG006	
AC194056.3_FG008	PF05678
