genes	Pfam
AC207628.4_FG011	"PF00612,PF13178"
AC207652.3_FG001	"PF07719,PF13414"
AC207655.2_FG002	PF01138
AC207656.3_FG002	"PF02362,PF06507"
AC207678.4_FG002	"PF02847,PF16211,PF00125"
AC207722.2_FG009	PF00504
AC207728.2_FG003	PF04802
AC207733.3_FG001	PF03108
AC207733.3_FG007	PF07762
AC207743.3_FG001	PF00281
AC207755.3_FG004	PF03398
AC207755.3_FG005	PF00324
AC207814.3_FG002	PF07762
AC207814.3_FG003	PF01852
AC207880.3_FG002	PF00006
AC207888.3_FG009	PF03195
AC207890.3_FG002	"PF00567,PF00565"
AC208023.3_FG001	PF00584
AC208026.3_FG005	PF16900
AC208110.2_FG001	PF03106
AC208110.2_FG005	PF00854
AC208110.2_FG011	PF00854
AC208126.3_FG001	PF00304
AC208201.3_FG001	PF00153
AC208201.3_FG002	PF00481
AC208201.3_FG003	"PF14416,PF13839"
AC208204.3_FG006	PF00011
AC208221.3_FG002	PF00228
AC208236.3_FG003	PF14303
AC208327.4_FG003	"PF12265,PF00400"
AC208327.4_FG006	PF02485
AC208337.2_FG003	PF00164
AC208341.4_FG005	PF00169
AC208341.4_FG007	PF00141
AC208341.4_FG008	PF03803
AC208346.3_FG004	PF03081
AC208348.3_FG012	"PF13812,PF13041,PF01535"
AC208358.3_FG005	PF04484
AC208406.3_FG002	PF01593
AC208411.3_FG013	PF00112
AC208418.3_FG009	"PF14541,PF07779,PF03081"
AC208422.3_FG001	PF07574
AC208422.3_FG002	PF07574
AC208436.3_FG007	PF05641
AC208440.3_FG003	PF07814
AC208440.3_FG004	PF00628
AC208445.3_FG001	PF00280
AC208445.3_FG006	PF00280
AC208521.3_FG002	PF12165
AC208545.3_FG004	PF14569
AC208559.3_FG003	PF13417
AC208564.3_FG004	PF01486
AC208608.3_FG001	PF06813
AC208641.3_FG005	PF00909
AC208641.3_FG008	PF00909
AC208663.3_FG002	PF02365
AC208665.3_FG004	PF06421
AC208717.4_FG005	PF14303
AC208838.3_FG002	PF05770
AC208860.3_FG002	PF07714
AC208892.3_FG005	PF05755
AC208897.3_FG004	"PF07690,PF00083"
AC208915.3_FG010	PF00504
AC208985.3_FG006	PF02298
AC209019.3_FG003	PF00270
AC209050.3_FG001	"PF00690,PF00702,PF00122"
AC209050.3_FG003	PF03106
AC209073.3_FG002	PF03004
AC209075.3_FG007	PF04783
AC209169.3_FG007	PF00406
AC209206.3_FG004	PF05097
AC209206.3_FG011	"PF16487,PF16488,PF08699,PF16486,PF02170,PF12764,PF02171"
AC209206.3_FG014	"PF12142,PF00264,PF12143"
AC209208.3_FG001	PF00069
AC209208.3_FG002	PF00230
AC209208.3_FG003	"PF05922,PF02225,PF00082"
AC209215.4_FG004	PF01459
AC209215.4_FG006	PF03501
AC209242.3_FG003	PF01650
AC209247.4_FG001	"PF13371,PF13414"
AC209249.2_FG015	PF00481
AC209257.4_FG003	PF00462
AC209257.4_FG006	PF00847
AC209257.4_FG008	PF03208
AC209332.3_FG011	PF02892
AC209374.4_FG002	PF02542
AC209374.4_FG007	"PF14008,PF00149"
AC209377.3_FG003	PF04398
AC209381.3_FG002	PF13639
AC209381.3_FG007	PF13639
AC209381.3_FG008	PF13639
AC209403.3_FG005	PF14432
AC209434.4_FG001	PF00722
AC209621.2_FG002	PF13417
AC209626.2_FG013	PF02602
AC209636.2_FG003	PF12695
AC209664.3_FG002	PF01501
AC209710.4_FG002	PF06102
AC209718.1_FG009	"PF13041,PF01535"
AC209739.3_FG003	PF00168
AC209744.3_FG001	PF00582
AC209765.3_FG001	PF00280
AC209765.3_FG002	PF00280
AC209768.3_FG005	PF04857
AC209768.3_FG016	PF00743
AC209784.3_FG007	PF00012
AC209784.3_FG011	"PF02469,PF13837"
AC209810.3_FG002	"PF08246,PF00112"
AC209819.3_FG003	PF10252
AC209819.3_FG005	"PF08100,PF00891"
AC209819.3_FG007	PF00400
AC209819.3_FG009	PF02701
AC209819.3_FG012	PF08477
AC209835.4_FG004	PF04752
AC209845.4_FG010	PF03479
AC209853.2_FG001	PF00067
AC209858.4_FG002	"PF04003,PF00400"
AC209858.4_FG004	PF00583
AC209860.3_FG002	PF00133
AC209860.3_FG004	PF03446
AC209946.4_FG001	PF02902
AC209962.3_FG004	PF05703
AC209971.4_FG003	PF14368
AC209972.4_FG005	PF07714
AC209987.4_FG002	PF00067
AC209987.4_FG004	PF03175
AC209987.4_FG010	PF02298
AC210001.3_FG001	PF04424
AC210003.2_FG004	PF00141
AC210005.3_FG001	PF00069
AC210010.4_FG008	PF12110
AC210013.4_FG002	PF02298
AC210013.4_FG003	"PF08241,PF08498"
AC210013.4_FG005	PF01715
AC210013.4_FG006	PF00106
AC210013.4_FG008	PF07817
AC210013.4_FG011	PF07228
AC210013.4_FG012	PF03798
AC210013.4_FG013	"PF13934,PF11955"
AC210013.4_FG014	"PF07714,PF13499"
AC210013.4_FG017	PF00295
AC210013.4_FG018	PF02341
AC210013.4_FG019	"PF03719,PF00333"
AC210023.3_FG014	PF00654
AC210067.3_FG005	PF00076
AC210168.4_FG003	PF00314
AC210169.3_FG002	"PF01535,PF13041"
AC210173.4_FG002	"PF02201,PF03126"
AC210173.4_FG005	PF00067
AC210202.3_FG007	PF00069
AC210204.3_FG002	PF00168
AC210205.3_FG002	PF04783
AC210231.3_FG004	PF14291
AC210266.3_FG001	PF13632
AC210314.3_FG006	PF10961
AC210379.2_FG006	PF00743
AC210410.3_FG004	PF00403
AC210517.3_FG003	PF00011
AC210595.3_FG004	PF05558
AC210596.3_FG003	PF13947
AC210596.3_FG004	"PF07645,PF00069"
AC210598.3_FG003	"PF09328,PF05023"
AC210607.3_FG005	PF00026
AC210616.4_FG003	PF07690
AC210616.4_FG005	PF04873
AC210669.3_FG001	"PF06955,PF00722"
AC210721.4_FG014	PF12854
AC210724.2_FG007	PF02902
AC210792.5_FG001	PF00056
AC210792.5_FG003	PF01191
AC210816.3_FG005	PF03635
AC210848.3_FG006	PF00481
AC210892.4_FG006	PF14009
AC210976.4_FG017	PF16113
AC211152.4_FG007	PF04601
AC211164.5_FG001	PF01061
AC211164.5_FG004	PF00141
AC211175.3_FG005	PF00069
AC211190.4_FG002	PF00931
AC211190.4_FG004	"PF05057,PF13639"
AC211192.3_FG003	PF00154
AC211276.4_FG008	PF02485
AC211327.4_FG006	PF02171
AC211349.4_FG001	"PF03147,PF01409"
AC211349.4_FG002	PF00091
AC211357.4_FG002	PF00188
AC211357.4_FG004	"PF00472,PF03462"
AC211390.3_FG001	PF03141
AC211394.4_FG004	"PF14008,PF16656,PF00149"
AC211474.3_FG006	PF10250
AC211478.3_FG004	PF02365
AC211504.4_FG003	PF12695
AC211651.4_FG001	PF00012
AC211652.4_FG002	PF00498
AC211652.4_FG003	PF00704
AC211702.2_FG002	PF13912
AC211704.3_FG003	PF00909
AC211737.3_FG012	PF00082
AC211738.4_FG005	PF00112
AC211756.4_FG001	PF13912
AC211887.3_FG004	PF13499
AC211887.3_FG007	PF13499
AC211891.4_FG001	PF13912
AC211891.4_FG003	PF03407
AC211913.3_FG001	PF07741
AC211940.4_FG001	PF00098
AC211965.4_FG003	PF00817
AC211995.4_FG004	PF00046
AC211996.4_FG002	PF00304
AC212015.4_FG003	PF14309
AC212023.4_FG004	PF04043
AC212035.3_FG008	PF08238
AC212040.2_FG002	PF13738
AC212068.4_FG005	PF00657
AC212112.4_FG002	"PF13180,PF13365"
AC212184.3_FG010	PF00827
AC212219.3_FG005	"PF14226,PF03171"
AC212227.3_FG006	PF01269
AC212244.4_FG004	PF05910
AC212343.3_FG002	PF04535
AC212353.4_FG004	PF13639
AC212353.4_FG006	PF00450
AC212361.3_FG010	PF16363
AC212394.4_FG010	"PF00069,PF06813"
AC212404.3_FG006	PF01055
AC212447.3_FG001	PF03017
AC212449.4_FG001	"PF02984,PF00134"
AC212449.4_FG002	"PF00134,PF02984"
AC212449.4_FG004	"PF02984,PF00134"
AC212449.4_FG006	"PF00134,PF02984"
AC212451.4_FG009	PF01095
AC212565.3_FG001	PF15511
AC212570.3_FG006	"PF00400,PF09384"
AC212667.3_FG005	PF16363
AC212684.3_FG012	"PF13812,PF01535"
AC212728.3_FG001	PF00228
AC212755.4_FG001	PF03168
AC212823.4_FG003	"PF00069,PF00368,PF00319"
AC212835.3_FG001	PF13041
AC212835.3_FG002	PF02298
AC212835.3_FG007	PF09412
AC212835.3_FG008	PF00069
AC212859.3_FG004	PF03016
AC212859.3_FG008	PF02365
AC212976.3_FG003	PF13639
AC212978.4_FG005	PF02458
AC212979.2_FG006	PF00013
AC213050.3_FG001	PF01348
AC213094.3_FG003	PF00481
AC213099.3_FG001	PF03692
AC213099.3_FG002	PF04305
AC213398.3_FG002	PF01593
AC213398.3_FG004	PF12579
AC213432.2_FG004	PF04043
AC213455.3_FG008	PF02163
AC213463.3_FG002	PF09816
AC213463.3_FG006	PF07059
AC213463.3_FG007	PF04398
AC213463.3_FG009	PF06136
AC213521.3_FG005	"PF03807,PF00745,PF05201"
AC213524.3_FG003	PF03634
AC213592.2_FG002	PF14288
AC213600.3_FG002	"PF13015,PF12999"
AC213612.3_FG002	PF00467
AC213615.3_FG001	PF00076
AC213621.5_FG002	PF10250
AC213621.5_FG004	PF02469
AC213629.3_FG002	PF14291
AC213654.3_FG001	"PF14369,PF13639"
AC213654.3_FG004	PF12937
AC213666.3_FG003	PF00847
AC213668.4_FG005	PF13041
AC213693.3_FG003	PF00365
AC213769.3_FG001	PF00931
AC213803.3_FG016	PF07000
AC213847.4_FG008	PF05928
AC213857.4_FG003	PF13833
AC213884.3_FG001	PF00638
AC213884.3_FG002	PF00249
AC213884.3_FG006	PF06886
AC213890.4_FG004	PF00069
AC213896.2_FG005	PF00134
AC213985.2_FG007	PF01535
AC214040.3_FG009	"PF07714,PF00139"
AC214046.4_FG005	PF01988
AC214119.3_FG009	"PF14500,PF12460"
AC214138.3_FG007	PF08323
AC214168.3_FG001	"PF02319,PF16421"
AC214227.4_FG013	PF13639
AC214256.3_FG005	PF00161
AC214266.3_FG002	PF04142
AC214350.3_FG007	"PF00355,PF02921"
AC214352.2_FG008	PF13041
AC214360.3_FG001	"PF01397,PF03936"
AC214448.3_FG007	PF06814
AC214484.3_FG001	PF00689
AC214507.3_FG001	PF01985
AC214524.3_FG002	PF00067
AC214534.3_FG010	"PF12854,PF13812,PF01535"
AC214602.3_FG012	PF13855
AC214613.3_FG003	PF14111
AC214635.3_FG002	"PF12937,PF01344"
AC214640.3_FG003	PF00312
AC214648.3_FG001	PF00855
AC214648.3_FG003	PF00335
AC214648.3_FG005	PF03195
AC214743.3_FG001	PF07714
AC214743.3_FG002	PF00069
AC214771.3_FG002	PF13639
AC214771.3_FG003	PF02485
AC214791.2_FG002	PF01161
AC214817.3_FG004	"PF08263,PF00560,PF13855,PF07714"
AC214817.3_FG007	PF12819
AC215181.3_FG003	PF01061
AC215181.3_FG004	PF07714
AC215198.3_FG002	"PF14432,PF01535,PF13041"
AC215201.3_FG003	PF07714
AC215201.3_FG005	PF00118
AC215231.3_FG003	PF14569
AC215244.3_FG002	PF12796
AC215249.3_FG007	PF00176
AC215260.3_FG001	PF03018
AC215260.3_FG003	PF02458
AC215260.3_FG004	PF03737
AC215290.3_FG002	PF13912
AC215300.3_FG006	PF00026
AC215311.3_FG002	PF00076
AC215608.3_FG001	PF00385
AC215639.3_FG002	"PF14226,PF03171"
AC215678.3_FG008	PF03169
AC215690.3_FG002	PF03405
AC215723.3_FG001	PF13041
AC215811.3_FG003	PF06203
AC215864.3_FG010	PF01215
AC215909.3_FG001	PF00847
AC215994.3_FG003	PF00650
AC216010.3_FG001	PF01416
AC216045.2_FG005	PF09187
AC216067.3_FG002	PF00137
AC216188.3_FG007	PF14303
AC216219.3_FG006	PF01434
AC216235.2_FG010	PF01535
AC216247.3_FG001	PF00447
AC216247.3_FG005	PF00254
AC216253.3_FG005	PF01918
AC216264.3_FG001	PF00450
AC216353.2_FG005	PF00719
AC216369.3_FG002	PF00067
AC216731.3_FG001	PF00010
AC216731.3_FG002	PF00999
AC216793.3_FG008	PF16913
AC216869.3_FG001	PF01704
AC216871.3_FG001	PF04577
AC216871.3_FG004	PF04577
AC216872.3_FG002	PF13900
AC216886.3_FG001	"PF14416,PF13839"
AC216886.3_FG002	"PF14416,PF13839"
AC216886.3_FG003	"PF14416,PF13839"
AC216887.3_FG005	PF00098
AC216889.3_FG008	PF16211
AC217043.3_FG002	"PF00270,PF01918"
AC217043.3_FG007	PF02171
AC217050.4_FG001	"PF13540,PF00415"
AC217050.4_FG004	PF01426
AC217050.4_FG006	PF00244
AC217050.4_FG007	"PF01397,PF03936"
AC217051.3_FG006	PF01161
AC217121.3_FG007	PF01545
AC217255.3_FG002	PF07714
AC217263.3_FG007	PF04398
AC217264.3_FG001	PF01429
AC217264.3_FG002	PF00012
AC217264.3_FG005	PF00249
AC217271.3_FG001	PF13902
AC217271.3_FG002	PF06991
AC217280.3_FG001	PF04783
AC217288.3_FG005	"PF03790,PF03791"
AC217293.3_FG002	PF00931
AC217293.3_FG005	"PF13962,PF12796"
AC217293.3_FG007	"PF13947,PF07714"
AC217300.3_FG004	PF07714
AC217300.3_FG005	PF00466
AC217311.3_FG007	"PF00085,PF07749"
AC217348.4_FG004	PF00044
AC217358.3_FG002	PF00931
AC217358.3_FG003	PF01866
AC217358.3_FG005	PF01145
AC217358.3_FG007	PF00106
AC217358.3_FG008	PF00025
AC217358.3_FG009	PF00025
AC217358.3_FG010	PF05991
AC217358.3_FG011	PF03839
AC217358.3_FG013	"PF10475,PF13365"
AC217401.3_FG001	PF00232
AC217401.3_FG002	PF00232
AC217401.3_FG003	"PF08263,PF00069"
AC217401.3_FG004	PF02791
AC217415.3_FG004	PF11250
AC217499.3_FG001	PF10998
AC217499.3_FG003	PF06549
AC217528.3_FG001	"PF13041,PF01535"
AC217553.3_FG008	PF05183
AC217553.3_FG009	PF05183
AC217556.3_FG003	"PF14259,PF00076"
AC217558.3_FG001	PF06102
AC217665.3_FG005	PF01926
AC217811.3_FG003	PF00282
AC217840.3_FG001	PF09348
AC217842.3_FG001	"PF07714,PF00069"
AC217887.3_FG001	PF07228
AC217887.3_FG003	PF13639
AC217887.3_FG004	"PF07983,PF00332"
AC217887.3_FG005	PF00400
AC217897.3_FG010	PF06127
AC217910.3_FG001	PF00403
AC217910.3_FG004	PF05553
AC217910.3_FG006	PF03195
AC217947.4_FG002	"PF00175,PF00258,PF00667"
AC217966.3_FG007	PF02984
AC217975.3_FG001	"PF02518,PF10436"
AC217977.3_FG001	PF04526
AC217977.3_FG003	PF01521
AC218002.3_FG001	PF04504
AC218035.3_FG004	PF04884
AC218148.2_FG008	"PF01535,PF13041"
AC218457.2_FG008	PF05498
AC218457.2_FG013	PF00439
AC218900.3_FG001	PF12695
AC218932.3_FG009	PF08711
AC218939.2_FG004	PF00069
AC218959.1_FG001	PF13202
AC218972.3_FG001	PF00069
AC218972.3_FG002	PF11331
AC218972.3_FG004	"PF00560,PF08263,PF07714"
AC218972.3_FG007	PF16544
AC218973.3_FG003	PF03195
AC218980.3_FG002	PF03140
AC218988.3_FG003	"PF14541,PF07779,PF03081"
AC218998.2_FG001	PF00067
AC218998.2_FG003	"PF01535,PF13041"
AC218998.2_FG007	"PF00069,PF01419"
AC218998.2_FG011	"PF03936,PF01397"
AC219006.2_FG006	PF08449
AC219006.2_FG007	PF13481
AC219020.4_FG002	PF00249
AC219190.3_FG002	"PF03330,PF01357"
AC220927.3_FG007	PF04674
AC220927.3_FG010	PF04515
AC220970.4_FG001	"PF12711,PF00225"
AC220970.4_FG002	"PF14389,PF04784"
AC220972.3_FG001	PF13639
AC220999.3_FG008	PF14291
AC225128.2_FG001	PF13839
AC225147.4_FG002	PF00164
AC225147.4_FG003	"PF00628,PF12165"
AC225176.2_FG006	"PF00271,PF12513"
AC225179.3_FG003	PF12937
AC225185.3_FG002	PF02889
AC225185.3_FG004	PF05701
AC225193.3_FG001	PF13837
AC225193.3_FG003	PF03479
AC225205.3_FG003	PF00454
AC225222.2_FG004	PF00280
AC225309.2_FG003	PF02790
AC225342.3_FG001	"PF01781,PF03110"
AC225363.3_FG004	PF07714
AC225365.3_FG004	PF01509
AC225555.3_FG005	PF15491
AC225564.3_FG003	PF13920
AC225716.2_FG003	"PF08246,PF00112"
AC225716.2_FG004	PF00112
AC225716.2_FG006	PF00112
AC225718.2_FG004	PF13456
AC225718.2_FG006	PF13833
AC225718.2_FG009	PF12609
AC226221.2_FG011	PF00462
AC226227.2_FG004	PF13832
AC226227.2_FG005	PF03140
AC226227.2_FG007	PF01412
AC226227.2_FG009	PF04842
AC226230.2_FG001	"PF10374,PF10373"
AC226235.2_FG001	PF01073
AC226248.1_FG002	PF00069
AC226323.2_FG001	PF01749
AC226368.2_FG006	"PF01535,PF13041"
AC226552.2_FG001	PF08312
AC226552.2_FG002	PF08312
AC226723.2_FG001	PF00390
AC229978.2_FG002	PF05664
AC230011.2_FG002	PF00931
AC230013.2_FG002	PF00141
AC230013.2_FG007	PF01775
AC230017.2_FG008	PF00646
AC230017.2_FG009	PF12937
AC230023.2_FG002	PF08711
AC230023.2_FG003	PF08711
AC230023.2_FG004	PF08711
AC231180.2_FG001	"PF04434,PF10551"
AC231180.2_FG006	PF12708
AC231411.1_FG011	PF01764
AC231426.1_FG002	PF01095
AC231745.1_FG003	PF00657
AC231747.1_FG001	"PF12451,PF00637"
AC232238.2_FG004	"PF00170,PF14144"
AC232238.2_FG005	PF00111
AC232289.2_FG003	PF02201
AC232289.2_FG008	PF06813
AC232393.1_FG009	PF13041
AC233751.1_FG002	PF03110
AC233785.2_FG005	PF08711
AC233788.2_FG001	PF00664
AC233850.1_FG002	PF04043
AC233850.1_FG003	PF04043
AC233850.1_FG005	"PF02319,PF16421"
AC233851.1_FG011	PF00544
AC233851.1_FG014	"PF01535,PF13041"
AC233851.1_FG016	PF07731
AC233851.1_FG017	"PF12142,PF00264,PF12143"
AC233853.1_FG002	PF00170
AC233853.1_FG003	PF00067
AC233854.1_FG002	"PF14363,PF00004"
AC233855.1_FG006	PF00557
AC233859.1_FG001	PF00069
AC233861.1_FG001	"PF08263,PF00069,PF13855"
AC233864.1_FG010	PF00069
AC233864.1_FG012	PF07714
AC233864.1_FG014	PF04765
AC233865.1_FG001	PF15511
AC233865.1_FG003	PF02365
AC233865.1_FG004	PF04564
AC233866.1_FG006	"PF03144,PF03143,PF00009"
AC233867.1_FG004	PF00076
AC233870.1_FG006	PF16550
AC233871.1_FG003	"PF13499,PF07714"
AC233871.1_FG005	PF07714
AC233871.1_FG008	PF00642
AC233872.1_FG003	PF02330
AC233878.1_FG004	"PF00122,PF13246,PF00689"
AC233879.1_FG002	PF00477
AC233880.1_FG004	PF13014
AC233880.1_FG005	PF03479
AC233880.1_FG006	PF02042
AC233880.1_FG009	PF01282
AC233881.1_FG006	PF01357
AC233882.1_FG003	"PF00005,PF00664"
AC233882.1_FG005	PF07885
AC233883.1_FG006	PF03140
AC233885.1_FG001	PF04576
AC233887.1_FG005	PF11744
AC233887.1_FG006	PF13692
AC233888.1_FG001	"PF08458,PF05703"
AC233888.1_FG002	"PF00643,PF06203"
AC233892.1_FG001	PF13041
AC233893.1_FG003	"PF08541,PF08392"
AC233893.1_FG006	"PF08263,PF00069"
AC233894.1_FG004	PF12014
AC233895.1_FG001	PF00557
AC233898.1_FG004	PF10250
AC233899.1_FG002	PF00010
AC233899.1_FG004	"PF02183,PF00046"
AC233900.1_FG002	PF07883
AC233901.1_FG005	PF05383
AC233901.1_FG008	"PF01357,PF03330"
AC233904.1_FG003	"PF02902,PF13087"
AC233910.1_FG001	PF00153
AC233910.1_FG003	"PF00240,PF01020"
AC233910.1_FG004	PF13920
AC233910.1_FG010	PF00069
AC233912.1_FG001	"PF01486,PF00319"
AC233916.1_FG002	PF01764
AC233922.1_FG003	PF00171
AC233922.1_FG005	"PF00763,PF02882"
AC233922.1_FG008	PF00179
AC233926.1_FG002	PF14368
AC233933.1_FG001	PF00847
AC233935.1_FG005	PF02701
AC233939.1_FG003	"PF04641,PF15906"
AC233939.1_FG004	PF09713
AC233940.1_FG003	PF00450
AC233942.1_FG001	PF00646
AC233943.1_FG002	PF03195
AC233945.1_FG003	PF01554
AC233946.1_FG004	PF06203
AC233949.1_FG004	"PF02933,PF07724,PF05496,PF02359"
AC233950.1_FG002	PF03634
AC233952.1_FG004	PF12776
AC233952.1_FG008	PF13912
AC233953.1_FG004	PF00069
AC233953.1_FG005	PF02705
AC233954.1_FG004	PF04062
AC233955.1_FG003	PF03059
AC233955.1_FG009	"PF14416,PF13839"
AC233959.1_FG004	PF09739
AC233959.1_FG006	PF07839
AC233960.1_FG002	PF01786
AC233960.1_FG003	"PF00249,PF14379"
AC233960.1_FG005	PF00010
AC233961.1_FG001	"PF05033,PF00856,PF02182"
AC233966.1_FG001	"PF03209,PF06813"
AC233966.1_FG003	PF06813
AC233966.1_FG008	PF03478
AC233967.1_FG001	PF02201
AC233967.1_FG002	PF00079
AC233967.1_FG005	PF07714
AC233979.1_FG006	PF04570
AC233979.1_FG007	PF04570
AC233979.1_FG008	PF04570
AC233979.1_FG009	PF00134
AC233979.1_FG011	PF13639
AC234091.1_FG001	"PF14310,PF00933,PF01915"
AC234109.1_FG003	"PF04434,PF00564,PF10551,PF03108"
AC234148.1_FG001	PF03478
AC234149.1_FG001	PF14111
AC234149.1_FG002	PF03195
AC234152.1_FG002	"PF00027,PF11834,PF12796,PF00520"
AC234152.1_FG005	"PF13364,PF02449,PF02140,PF01301"
AC234152.1_FG007	PF00520
AC234154.1_FG007	"PF00378,PF16113"
AC234154.1_FG008	PF02450
AC234155.1_FG002	"PF00249,PF14379"
AC234156.1_FG005	PF02469
AC234157.1_FG002	PF00380
AC234157.1_FG003	PF14009
AC234158.1_FG005	"PF01426,PF08711"
AC234159.1_FG002	PF00153
AC234160.1_FG003	PF00232
AC234160.1_FG008	PF02671
AC234161.1_FG001	PF14547
AC234161.1_FG002	PF14547
AC234163.1_FG002	"PF00107,PF08240"
AC234164.1_FG004	PF03514
AC234166.1_FG001	"PF14492,PF00679,PF03764"
AC234167.1_FG002	PF03514
AC234171.1_FG001	PF07714
AC234171.1_FG003	PF07651
AC234173.1_FG001	PF00732
AC234175.1_FG010	PF13041
AC234180.1_FG002	"PF01363,PF04366"
AC234180.1_FG004	PF00230
AC234183.1_FG001	PF03732
AC234183.1_FG002	PF00183
AC234185.1_FG004	"PF07722,PF06418"
AC234185.1_FG006	PF00319
AC234187.1_FG007	PF14288
AC234189.1_FG002	"PF13812,PF01535"
AC234189.1_FG003	PF01798
AC234190.1_FG001	"PF03330,PF01357"
AC234190.1_FG002	"PF00394,PF07732,PF07731"
AC234193.1_FG001	PF00069
AC234199.1_FG003	"PF02260,PF00454"
AC234201.1_FG003	PF01593
AC234202.1_FG004	PF12776
AC234203.1_FG004	"PF00664,PF00005"
AC234203.1_FG009	PF10153
AC234203.1_FG011	PF04873
AC234513.1_FG005	PF00281
AC234515.1_FG002	PF16900
AC234515.1_FG003	"PF03953,PF00091"
AC234517.1_FG001	PF01215
AC234517.1_FG005	"PF00067,PF04130"
AC234519.1_FG003	PF03088
AC234519.1_FG005	PF03088
AC234520.1_FG003	PF00249
AC234520.1_FG005	"PF10644,PF14881"
AC234521.1_FG004	PF01988
AC234521.1_FG006	PF03634
AC234522.1_FG005	PF11623
AC234524.1_FG005	PF00201
AC234526.1_FG005	PF01370
AC234528.1_FG001	PF12174
AC234528.1_FG004	PF11595
AC234528.1_FG005	PF00920
AC234528.1_FG006	"PF14226,PF03171"
AC234575.1_FG003	PF00291
AC235011.1_FG012	PF08423
AC235534.1_FG007	"PF00046,PF01852"
AC235535.1_FG001	"PF04851,PF09110,PF09111,PF00271"
AC235540.1_FG002	"PF08263,PF13855,PF07714"
AC235541.1_FG002	"PF00226,PF11926"
AC235543.1_FG002	PF00083
AC235544.1_FG004	PF04124
AC235544.1_FG006	PF00190
AC235546.1_FG001	"PF04783,PF04782"
AC235546.1_FG002	PF00578
AC235547.1_FG005	"PF08263,PF07714"
AC235548.1_FG002	PF13912
AF466202.2_FG001	PF00390
AF466202.2_FG007	PF00248
AF466202.2_FG008	PF08243
AF546187.1_FG001	PF01559
AF546187.1_FG002	PF01559
AF546187.1_FG007	PF01559
AF546187.1_FG009	"PF12776,PF01559"
AF546187.1_FG011	PF00067
AF546187.1_FG012	PF13912
AF546188.1_FG001	PF01559
AF546188.1_FG002	PF01559
AF546188.1_FG003	PF01559
AF546188.1_FG005	PF01559
AF546188.1_FG006	PF01559
AF546188.1_FG007	PF01559
AY530952.1_FG001	PF00924
AY530952.1_FG002	"PF01126,PF03759"
AY542798.1_FG003	PF13696
EF517601.1_FG001	"PF02892,PF05699,PF04937"
EF517601.1_FG006	PF00403
EF517601.1_FG009	PF00403
EF517601.1_FG010	PF04504
EF517601.1_FG012	PF00118
EF517601.1_FG014	PF02446
EF517601.1_FG015	PF12600
EF517601.1_FG023	PF03367
GRMZM2G000014	PF00097
GRMZM2G000039	PF04499
GRMZM2G000044	PF05627
GRMZM2G000047	PF02705
GRMZM2G000052	PF13450
GRMZM2G000062	PF00069
GRMZM2G000092	PF00378
GRMZM2G000093	PF02732
GRMZM2G000103	PF13912
GRMZM2G000107	PF00141
GRMZM2G000114	PF13639
GRMZM2G000118	PF00781
GRMZM2G000124	PF10237
GRMZM2G000129	PF00625
GRMZM2G000154	PF00743
GRMZM2G000158	PF02309
GRMZM2G000166	PF00403
GRMZM2G000171	PF07716
GRMZM2G000195	"PF08372,PF00168"
GRMZM2G000199	PF16845
GRMZM2G000209	PF00892
GRMZM2G000219	PF00403
GRMZM2G000221	PF14368
GRMZM2G000231	PF00326
GRMZM2G000236	PF00724
GRMZM2G000242	PF00006
GRMZM2G000256	PF01789
GRMZM2G000261	PF02214
GRMZM2G000264	PF00702
GRMZM2G000268	PF00248
GRMZM2G000269	PF07762
GRMZM2G000278	PF00069
GRMZM2G000280	PF06999
GRMZM2G000326	PF00280
GRMZM2G000332	PF12014
GRMZM2G000353	PF13639
GRMZM2G000361	PF13812
GRMZM2G000371	"PF07717,PF04408"
GRMZM2G000376	PF03094
GRMZM2G000393	"PF13334,PF01762"
GRMZM2G000404	PF13423
GRMZM2G000423	"PF03171,PF14226"
GRMZM2G000427	PF00743
GRMZM2G000435	PF04970
GRMZM2G000451	PF03372
GRMZM2G000471	PF00230
GRMZM2G000481	PF00579
GRMZM2G000483	PF00135
GRMZM2G000489	PF00135
GRMZM2G000491	"PF13232,PF12796"
GRMZM2G000510	PF00153
GRMZM2G000520	PF00847
GRMZM2G000531	PF04116
GRMZM2G000540	"PF13696,PF08783"
GRMZM2G000566	PF07944
GRMZM2G000576	PF12394
GRMZM2G000581	PF03016
GRMZM2G000584	PF00069
GRMZM2G000586	PF08659
GRMZM2G000587	PF01501
GRMZM2G000592	"PF12706,PF07522"
GRMZM2G000593	PF01554
GRMZM2G000601	PF00179
GRMZM2G000603	PF00481
GRMZM2G000610	PF02536
GRMZM2G000614	"PF14510,PF08370,PF00005,PF01061"
GRMZM2G000615	PF08700
GRMZM2G000620	"PF08276,PF00954,PF01453,PF07714"
GRMZM2G000622	"PF02769,PF13507"
GRMZM2G000623	PF03931
GRMZM2G000632	PF01073
GRMZM2G000633	PF07714
GRMZM2G000645	"PF00400,PF04053"
GRMZM2G000650	PF04502
GRMZM2G000652	PF01734
GRMZM2G000660	PF00782
GRMZM2G000665	PF06027
GRMZM2G000670	PF02458
GRMZM2G000674	"PF01535,PF13041"
GRMZM2G000686	PF02045
GRMZM2G000700	PF00153
GRMZM2G000706	PF01412
GRMZM2G000718	PF03908
GRMZM2G000719	PF00595
